id,prenom,nom,sexe,date_naissance,classe
4305,Malo,Dupont,Garçon,2006-12-02,2
4306,Marius,Picard,Garçon,2010-04-20,5
4307,Inès,Colin,Fille,2008-05-06,3
4308,Juliette,Legrand,Fille,2009-11-04,5
4309,Mathis,Dubois,Garçon,2008-11-15,4
4310,Ava,Legrand,Fille,2007-10-23,3
4311,Gabriel,Riviere,Garçon,2010-04-08,6
4312,Nathan,Lacroix,Garçon,2011-04-21,6
4313,Valentin,Fontaine,Garçon,2009-05-02,5
4314,Lya,Riviere,Fille,2010-08-27,6
4315,Sacha,Brun,Garçon,2009-05-05,5
4316,Charlotte,Duval,Fille,2008-06-20,4
4317,Mohamed,Girard,Garçon,2010-08-21,6
4318,Eliott,Andre,Garçon,2008-11-09,4
4319,Lina,Leclercq,Fille,2007-07-31,3
4320,Rayan,Garnier,Garçon,2007-01-01,2
4321,Noé,Michel,Garçon,2012-01-23,7
4322,Maël,Picard,Garçon,2008-02-25,3
4323,Chloé,Garcia,Fille,2009-05-22,4
4324,Eden,Lambert,Garçon,2007-02-24,3
4325,Timéo,Chevalier,Garçon,2007-06-29,3
4326,Romy,Vidal,Fille,2006-09-23,2
4327,Théo,Lecomte,Garçon,2005-04-03,1
4328,Léna,Mathieu,Fille,2007-04-12,3
4329,Amir,Meunier,Garçon,2005-10-14,1
4330,Maël,Francois,Garçon,2006-10-09,2
4331,Tom,Roger,Garçon,2011-12-25,7
4332,Iris,Henry,Fille,2011-03-13,6
4333,Naël,Roux,Garçon,2006-04-14,2
4334,Nino,Simon,Garçon,2007-09-25,3
4335,Lucie,Durand,Fille,2005-08-20,1
4336,Luna,Martin,Fille,2012-05-26,7
4337,Adam,Lefevre,Garçon,2009-05-10,5
4338,Mohamed,Thomas,Garçon,2005-10-11,1
4339,Giulia,Lemaire,Fille,2008-11-13,4
4340,Sacha,Martin,Garçon,2007-10-20,3
4341,Adam,Arnaud,Garçon,2010-09-05,6
4342,Alice,Garnier,Fille,2007-05-22,3
4343,Adèle,Schmitt,Fille,2008-02-10,3
4344,Noé,Fabre,Garçon,2006-04-21,2
4345,Anna,Mathieu,Fille,2010-05-07,6
4346,Emma,Olivier,Fille,2011-05-23,7
4347,Sacha,Lambert,Garçon,2006-01-31,1
4348,Nour,Riviere,Fille,2007-06-09,3
4349,Léa,Leclercq,Fille,2005-07-17,1
4350,Iris,Martin,Fille,2008-01-23,3
4351,Margaux,Roger,Fille,2010-11-19,6
4352,Ethan,Dupont,Garçon,2010-06-22,6
4353,Rose,Fabre,Fille,2009-09-03,5
4354,Victoire,Roger,Fille,2011-06-04,6
4355,Isaac,Gaillard,Garçon,2006-03-01,1
4356,Olivia,Dumont,Fille,2010-08-08,6
4357,Ambre,Michel,Fille,2006-08-29,2
4358,Naël,Dubois,Garçon,2009-01-22,4
4359,Ayden,Picard,Garçon,2010-07-24,6
4360,Jeanne,Moreau,Fille,2007-12-03,3
4361,Elena,Dubois,Fille,2010-04-11,5
4362,Romane,Aubert,Fille,2010-12-05,6
4363,Enzo,Duval,Garçon,2008-06-24,4
4364,Léa,Lecomte,Fille,2008-07-25,4
4365,Léonie,Lambert,Fille,2011-06-22,7
4366,Giulia,Andre,Fille,2008-08-02,4
4367,Gabin,Leroy,Garçon,2011-09-17,7
4368,Luna,Gauthier,Fille,2007-04-04,3
4369,Martin,Masson,Garçon,2007-03-09,3
4370,Luna,Laurent,Fille,2010-12-16,6
4371,Elena,Lemoine,Fille,2005-10-28,1
4372,Mya,Bourgeois,Fille,2007-02-03,2
4373,Sacha,Meunier,Garçon,2011-05-18,6
4374,Eva,Dumas,Fille,2011-09-12,7
4375,Léa,Fontaine,Fille,2011-06-07,7
4376,Martin,Chevalier,Garçon,2007-02-27,2
4377,Chloé,Perrin,Fille,2009-08-25,5
4378,Emma,Dupont,Fille,2008-02-10,3
4379,Charlie,Roche,Fille,2006-03-16,1
4380,Sacha,Bonnet,Garçon,2005-09-19,1
4381,Alma,Martinez,Fille,2007-08-31,3
4382,Gabriel,Leroux,Garçon,2009-03-12,4
4383,Juliette,Robert,Fille,2007-02-14,2
4384,Ava,Vidal,Fille,2009-09-21,5
4385,Léna,Gerard,Fille,2011-06-04,7
4386,Jules,Muller,Garçon,2009-07-31,5
4387,Zoé,Henry,Fille,2010-08-24,6
4388,Charlotte,Joly,Fille,2009-07-11,5
4389,Léon,Legrand,Garçon,2011-07-28,7
4390,Imran,Henry,Garçon,2006-08-31,2
4391,Julia,Lefebvre,Fille,2010-01-06,5
4392,Sofia,Gauthier,Fille,2005-11-30,1
4393,Eliott,Pierre,Garçon,2011-03-22,6
4394,Sacha,Gautier,Garçon,2005-09-15,1
4395,Noah,Picard,Garçon,2007-07-28,3
4396,Nour,Barbier,Fille,2005-11-25,1
4397,Ava,Olivier,Fille,2005-10-15,1
4398,Chloé,Renard,Fille,2007-06-07,3
4399,Léo,Roussel,Garçon,2006-02-27,1
4400,Julia,Lucas,Fille,2010-07-05,6
4401,Louis,Blanchard,Garçon,2006-08-18,2
4402,Louis,Legrand,Garçon,2008-09-03,4
4403,Adèle,Arnaud,Fille,2010-07-08,6
4404,Inès,Meyer,Fille,2012-03-23,7
4405,Alice,Renard,Fille,2005-08-21,1
4406,Gabin,Martin,Garçon,2007-03-28,3
4407,Iris,Faure,Fille,2006-02-22,1
4408,Victor,Lefevre,Garçon,2008-11-13,4
4409,Sacha,Leroy,Garçon,2012-02-20,7
4410,Emma,Robin,Fille,2010-03-15,5
4411,Tiago,Barbier,Garçon,2008-04-28,3
4412,Victoria,Roux,Fille,2006-09-26,2
4413,Amir,Lambert,Garçon,2012-04-14,7
4414,Charlotte,Olivier,Fille,2006-08-21,2
4415,Ambre,Francois,Fille,2007-03-27,3
4416,Mathis,Bernard,Garçon,2006-03-28,2
4417,Isaac,Bonnet,Garçon,2011-09-28,7
4418,Nina,Muller,Fille,2009-04-30,5
4419,Léo,Leroy,Garçon,2011-04-25,7
4420,Romy,Gerard,Fille,2011-08-14,7
4421,Nour,Francois,Fille,2008-02-14,3
4422,Lyana,Guerin,Fille,2009-01-30,4
4423,Giulia,Lacroix,Fille,2010-08-03,6
4424,Chloé,Lemoine,Fille,2010-07-26,6
4425,Isaac,Aubert,Garçon,2005-06-13,1
4426,Rayan,Riviere,Garçon,2011-09-09,7
4427,Léna,Michel,Fille,2008-08-27,4
4428,Jeanne,Schmitt,Fille,2007-01-23,2
4429,Lyana,Henry,Fille,2008-05-20,4
4430,Naël,Dubois,Garçon,2006-10-12,2
4431,Iris,Duval,Fille,2010-05-06,6
4432,Lola,Girard,Fille,2008-08-17,4
4433,Louna,Bourgeois,Fille,2012-05-03,7
4434,Margaux,Roger,Fille,2005-02-17,1
4435,Charlotte,Rey,Fille,2008-03-24,4
4436,Lyana,Olivier,Fille,2009-05-19,5
4437,Victoire,Rolland,Fille,2007-04-17,3
4438,Noah,Lefevre,Garçon,2008-03-27,3
4439,Martin,Marchand,Garçon,2011-05-15,7
4440,Axel,Giraud,Garçon,2006-01-20,1
4441,Lola,Renard,Fille,2010-04-13,6
4442,Charlotte,Dumont,Fille,2010-11-11,6
4443,Rose,Martinez,Fille,2012-01-20,7
4444,Emma,Colin,Fille,2012-02-01,7
4445,Victor,Roger,Garçon,2007-11-16,3
4446,Rose,Muller,Fille,2008-05-06,4
4447,Victor,Leroux,Garçon,2007-04-19,3
4448,Milo,Garcia,Garçon,2011-11-17,7
4449,Liam,Roy,Garçon,2006-02-05,1
4450,Inès,Garnier,Fille,2008-06-08,4
4451,Robin,Petit,Garçon,2006-10-12,2
4452,Arthur,Aubert,Garçon,2006-07-26,2
4453,Ethan,Clement,Garçon,2010-04-30,6
4454,Adèle,Duval,Fille,2005-04-01,1
4455,Léa,Blanchard,Fille,2009-03-25,4
4456,Victoria,Girard,Fille,2009-04-17,5
4457,Adèle,Lacroix,Fille,2011-01-08,6
4458,Romane,Giraud,Fille,2007-07-22,3
4459,Agathe,Marie,Fille,2006-01-02,1
4460,Nathan,Richard,Garçon,2008-03-03,3
4461,Gabriel,Fournier,Garçon,2010-03-28,5
4462,Aaron,Fournier,Garçon,2007-05-26,3
4463,Alba,Aubert,Fille,2007-03-01,3
4464,Ambre,Dupont,Fille,2006-03-04,1
4465,Louna,Riviere,Fille,2008-09-24,4
4466,Jade,Picard,Fille,2007-09-26,3
4467,Lina,Meunier,Fille,2005-07-21,1
4468,Adam,Lucas,Garçon,2007-08-17,3
4469,Chloé,Fabre,Fille,2007-05-05,3
4470,Aaron,Pierre,Garçon,2012-05-17,7
4471,Naël,Roy,Garçon,2010-12-27,6
4472,Malo,Pierre,Garçon,2006-07-30,2
4473,Sofia,Renaud,Fille,2010-10-18,6
4474,Louis,Thomas,Garçon,2010-08-03,6
4475,Luna,Colin,Fille,2009-02-26,4
4476,Aaron,Morin,Garçon,2006-12-03,2
4477,Paul,Dupont,Garçon,2006-10-22,2
4478,Adèle,Pierre,Fille,2006-12-18,2
4479,Tom,Joly,Garçon,2010-03-31,6
4480,Gaspard,Faure,Garçon,2009-11-18,5
4481,Rose,Renard,Fille,2006-03-26,2
4482,Julia,Dumas,Fille,2012-04-20,7
4483,Mia,Morin,Fille,2012-02-10,7
4484,Ava,Benoit,Fille,2007-05-10,3
4485,Léa,Lefebvre,Fille,2010-12-19,6
4486,Augustin,Arnaud,Garçon,2010-06-02,5
4487,Alma,Dubois,Fille,2009-03-23,5
4488,Mila,Martinez,Fille,2006-06-30,2
4489,Lola,Gautier,Fille,2010-06-04,6
4490,Victoria,Roche,Fille,2011-03-02,6
4491,Ava,Perrin,Fille,2006-09-04,2
4492,Milo,Lucas,Garçon,2011-03-12,6
4493,Marceau,Brunet,Garçon,2007-03-16,3
4494,Jeanne,Lefevre,Fille,2009-01-31,4
4495,Julia,Francois,Fille,2012-06-30,7
4496,Inaya,Lucas,Fille,2005-04-03,1
4497,Anna,Simon,Fille,2009-06-01,5
4498,Eden,Garcia,Garçon,2009-03-13,4
4499,Olivia,Gauthier,Fille,2008-07-24,4
4500,Lucie,Aubert,Fille,2008-10-26,4
4501,Lucas,Brunet,Garçon,2007-05-30,3
4502,Eva,Roche,Fille,2006-12-30,2
4503,Malo,Thomas,Garçon,2005-05-03,1
4504,Mohamed,Philippe,Garçon,2008-10-06,4
4505,Marceau,Benoit,Garçon,2008-03-03,4
4506,Olivia,Payet,Fille,2007-01-17,2
4507,Sofia,Bourgeois,Fille,2008-07-15,4
4508,Victor,Schmitt,Garçon,2010-09-25,6
4509,Elena,Bourgeois,Fille,2010-07-02,6
4510,Olivia,Rousseau,Fille,2007-05-17,3
4511,Ava,Michel,Fille,2009-07-21,5
4512,Louna,Colin,Fille,2005-10-13,1
4513,Lucas,Petit,Garçon,2009-09-17,5
4514,Romane,Gerard,Fille,2010-09-10,6
4515,Hugo,Martinez,Garçon,2011-05-06,7
4516,Jules,Meunier,Garçon,2009-10-01,5
4517,Gaspard,Muller,Garçon,2006-01-06,1
4518,Mia,Roussel,Fille,2011-01-28,6
4519,Agathe,Renard,Fille,2011-04-08,6
4520,Milo,Francois,Garçon,2006-12-10,2
4521,Mohamed,Picard,Garçon,2006-07-20,2
4522,Adam,Bertrand,Garçon,2008-05-25,4
4523,Anna,Lucas,Fille,2010-02-22,5
4524,Ibrahim,Girard,Garçon,2012-01-26,7
4525,Gabriel,Faure,Garçon,2011-11-07,7
4526,Lya,Nicolas,Fille,2010-04-12,5
4527,Jeanne,Barbier,Fille,2009-07-02,5
4528,Mila,Morel,Fille,2006-05-02,2
4529,Isaac,Blanchard,Garçon,2012-06-10,7
4530,Julia,Masson,Fille,2008-12-01,4
4531,Aaron,Lucas,Garçon,2008-12-06,4
4532,Romy,Masson,Fille,2009-10-24,5
4533,Gabriel,Duval,Garçon,2007-06-13,3
4534,Giulia,Durand,Fille,2009-02-11,4
4535,Lyana,Bernard,Fille,2008-09-15,4
4536,Mathis,Lucas,Garçon,2008-11-21,4
4537,Mya,Dupont,Fille,2006-10-04,2
4538,Enzo,Thomas,Garçon,2006-11-21,2
4539,Lya,Masson,Fille,2008-02-03,3
4540,Romy,Roussel,Fille,2006-02-19,1
4541,Lyam,Leclerc,Garçon,2005-07-24,1
4542,Eden,Vincent,Garçon,2006-05-25,2
4543,Olivia,Guerin,Fille,2008-05-20,4
4544,Marceau,Marchand,Garçon,2007-06-20,3
4545,Louis,Robert,Garçon,2011-01-29,6
4546,Agathe,Martin,Fille,2007-08-17,3
4547,Léa,Pierre,Fille,2005-04-15,1
4548,Alma,Fontaine,Fille,2007-04-26,3
4549,Iris,Marchand,Fille,2008-10-11,4
4550,Adam,Colin,Garçon,2010-03-25,5
4551,Sofia,Bonnet,Fille,2010-03-31,5
4552,Alma,Lacroix,Fille,2011-12-22,7
4553,Isaac,Lemoine,Garçon,2010-09-27,6
4554,Gaspard,Gaillard,Garçon,2010-03-05,5
4555,Mya,Vidal,Fille,2006-03-23,1
4556,Romy,Lefevre,Fille,2007-02-16,2
4557,Louise,Meunier,Fille,2005-03-01,1
4558,Iris,Rey,Fille,2005-09-29,1
4559,Jules,Leclerc,Garçon,2011-11-23,7
4560,Eden,Lambert,Garçon,2011-04-18,6
4561,Enzo,Leroux,Garçon,2007-03-10,2
4562,Malo,Lefebvre,Garçon,2006-04-03,1
4563,Théo,Legrand,Garçon,2009-11-25,5
4564,Adèle,Gauthier,Fille,2005-08-17,1
4565,Mathis,Colin,Garçon,2008-08-17,4
4566,Imran,Girard,Garçon,2010-04-12,6
4567,Romy,Leroux,Fille,2006-02-20,2
4568,Emma,Vidal,Fille,2011-04-22,6
4569,Milo,Morin,Garçon,2009-12-11,5
4570,Emma,Lemoine,Fille,2011-06-03,7
4571,Inaya,Renaud,Fille,2011-07-01,7
4572,Eden,Arnaud,Garçon,2009-05-01,5
4573,Isaac,Riviere,Garçon,2011-06-30,7
4574,Nino,Leroy,Garçon,2010-04-18,5
4575,Agathe,Giraud,Fille,2008-01-20,3
4576,Ava,Garnier,Fille,2011-06-10,6
4577,Ambre,Colin,Fille,2010-12-24,6
4578,Mya,Henry,Fille,2005-12-11,1
4579,Iris,Riviere,Fille,2006-02-10,2
4580,Arthur,Olivier,Garçon,2009-10-07,5
4581,Gaspard,Denis,Garçon,2009-03-16,5
4582,Zoé,Leclerc,Fille,2012-01-28,7
4583,Augustin,Perrin,Garçon,2006-03-14,1
4584,Malo,Roux,Garçon,2011-11-22,7
4585,Elio,Renard,Garçon,2012-01-20,7
4586,Julia,Lecomte,Fille,2005-05-19,1
4587,Alba,Meyer,Fille,2011-03-22,6
4588,Romane,Olivier,Fille,2008-07-26,4
4589,Ethan,Leroux,Garçon,2005-03-31,1
4590,Lya,Benoit,Fille,2008-02-13,3
4591,Nathan,Renaud,Garçon,2011-09-08,7
4592,Elio,Legrand,Garçon,2011-05-13,7
4593,Emma,Richard,Fille,2008-11-29,4
4594,Malo,Noel,Garçon,2006-02-10,1
4595,Olivia,Fournier,Fille,2011-03-06,6
4596,Charlie,Masson,Fille,2010-07-22,6
4597,Mila,Garnier,Fille,2005-11-06,1
4598,Léo,Fabre,Garçon,2010-05-17,5
4599,Elena,Giraud,Fille,2009-05-05,5
4600,Paul,Renard,Garçon,2010-03-10,5
4601,Giulia,Olivier,Fille,2007-03-15,3
4602,Victor,Roux,Garçon,2008-03-15,4
4603,Mia,Martinez,Fille,2007-12-23,3
4604,Robin,Duval,Garçon,2012-04-28,7
4605,Victoria,Girard,Fille,2006-03-26,1
4606,Lucas,Guerin,Garçon,2006-08-19,2
4607,Lyana,Meunier,Fille,2006-04-02,2
4608,Raphaël,Dumont,Garçon,2006-03-05,1
4609,Victoria,Renaud,Fille,2010-12-28,6
4610,Mohamed,Marchand,Garçon,2009-08-01,5
4611,Imran,Picard,Garçon,2005-09-08,1
4612,Noah,Dubois,Garçon,2008-03-20,3
4613,Axel,Duval,Garçon,2005-08-13,1
4614,Charlie,Lucas,Fille,2007-09-28,3
4615,Tom,Bonnet,Garçon,2006-05-15,2
4616,Julia,Bonnet,Fille,2011-03-23,6
4617,Gaspard,Vincent,Garçon,2011-12-05,7
4618,Louise,Simon,Fille,2011-05-13,6
4619,Sofia,Olivier,Fille,2012-04-17,7
4620,Margaux,Marie,Fille,2012-04-04,7
4621,Théo,Moreau,Garçon,2007-03-07,2
4622,Agathe,Gauthier,Fille,2005-09-28,1
4623,Enzo,Michel,Garçon,2007-07-05,3
4624,Sacha,Robin,Garçon,2008-05-01,3
4625,Nour,Perrin,Fille,2011-04-08,6
4626,Agathe,Lecomte,Fille,2005-02-13,1
4627,Amir,Roux,Garçon,2010-07-25,6
4628,Raphaël,Pierre,Garçon,2009-05-05,4
4629,Enzo,Roussel,Garçon,2006-03-05,1
4630,Lola,Duval,Fille,2006-05-04,2
4631,Zoé,Roche,Fille,2007-04-19,2
4632,Raphaël,Robert,Garçon,2005-02-05,1
4633,Zoé,Robert,Fille,2006-02-15,2
4634,Paul,Bonnet,Garçon,2011-03-23,6
4635,Liam,Lecomte,Garçon,2010-07-23,6
4636,Théo,Denis,Garçon,2007-11-13,3
4637,Marius,Renaud,Garçon,2007-05-04,3
4638,Léna,Guillaume,Fille,2006-01-11,1
4639,Rayan,Robin,Garçon,2009-05-06,4
4640,Marius,Mercier,Garçon,2010-08-19,6
4641,Mya,Arnaud,Fille,2010-04-03,6
4642,Gabin,Renaud,Garçon,2006-10-22,2
4643,Elio,Olivier,Garçon,2005-10-01,1
4644,Alma,Philippe,Fille,2010-03-03,5
4645,Louna,Legrand,Fille,2005-06-15,1
4646,Juliette,Bertrand,Fille,2007-07-25,3
4647,Victoria,Moreau,Fille,2009-03-04,4
4648,Lola,Moreau,Fille,2005-05-18,1
4649,Noah,Lacroix,Garçon,2005-11-09,1
4650,Olivia,Arnaud,Fille,2005-03-14,1
4651,Noé,Rolland,Garçon,2011-09-17,7
4652,Adèle,Simon,Fille,2012-04-28,7
4653,Léna,Lacroix,Fille,2009-05-06,4
4654,Valentin,Arnaud,Garçon,2011-10-07,7
4655,Louis,Mercier,Garçon,2012-01-12,7
4656,Rose,Leclerc,Fille,2006-01-07,1
4657,Lyana,Gautier,Fille,2007-11-03,3
4658,Lucie,Moreau,Fille,2010-04-01,6
4659,Charlie,Gerard,Fille,2005-04-13,1
4660,Ibrahim,Payet,Garçon,2005-03-13,1
4661,Eliott,Brun,Garçon,2007-08-26,3
4662,Inès,Roux,Fille,2007-03-28,2
4663,Gaspard,Fontaine,Garçon,2007-04-16,2
4664,Tom,Payet,Garçon,2009-10-19,5
4665,Romy,Clement,Fille,2008-01-22,3
4666,Mya,Marchand,Fille,2009-07-23,5
4667,Charlie,Payet,Fille,2010-12-13,6
4668,Mya,Lambert,Fille,2010-05-19,5
4669,Eden,Lucas,Garçon,2008-10-13,4
4670,Nour,Guerin,Fille,2007-06-22,3
4671,Adam,Bonnet,Garçon,2007-01-28,2
4672,Amir,Olivier,Garçon,2006-08-09,2
4673,Louna,Mathieu,Fille,2009-10-14,5
4674,Eva,Roussel,Fille,2011-02-15,6
4675,Léo,Dumas,Garçon,2009-09-21,5
4676,Jade,Rolland,Fille,2007-08-27,3
4677,Chloé,Morel,Fille,2009-09-24,5
4678,Alba,Gauthier,Fille,2010-01-11,5
4679,Mathis,Roux,Garçon,2008-03-11,3
4680,Noah,Guillaume,Garçon,2007-02-17,3
4681,Julia,Clement,Fille,2010-04-23,6
4682,Arthur,Picard,Garçon,2009-09-07,5
4683,Iris,Arnaud,Fille,2007-05-05,3
4684,Romy,Colin,Fille,2010-03-08,5
4685,Léon,Henry,Garçon,2005-10-14,1
4686,Marius,Petit,Garçon,2009-08-21,5
4687,Mia,Bourgeois,Fille,2007-04-22,2
4688,Louise,Marchand,Fille,2012-04-17,7
4689,Romy,Michel,Fille,2009-01-04,4
4690,Chloé,Brunet,Fille,2008-02-18,3
4691,Paul,Bourgeois,Garçon,2006-10-01,2
4692,Juliette,Lefebvre,Fille,2006-03-25,1
4693,Lyam,Duval,Garçon,2011-12-23,7
4694,Zoé,Marchand,Fille,2006-11-10,2
4695,Isaac,Simon,Garçon,2009-08-07,5
4696,Lya,Roger,Fille,2006-10-16,2
4697,Enzo,Laurent,Garçon,2012-02-10,7
4698,Ibrahim,Benoit,Garçon,2008-01-23,3
4699,Inès,Rey,Fille,2012-02-29,7
4700,Adam,Lefevre,Garçon,2012-06-04,7
4701,Chloé,Bourgeois,Fille,2011-02-03,6
4702,Maël,Bernard,Garçon,2005-09-11,1
4703,Lucas,Dufour,Garçon,2009-02-16,4
4704,Lya,Morel,Fille,2008-04-14,3
4705,Inès,Noel,Fille,2006-03-13,1
4706,Alma,David,Fille,2010-04-11,6
4707,Paul,Picard,Garçon,2005-12-27,1
4708,Marceau,David,Garçon,2006-12-30,2
4709,Enzo,Roux,Garçon,2011-09-13,7
4710,Axel,Fournier,Garçon,2009-05-24,5
4711,Mohamed,Bernard,Garçon,2011-07-13,7
4712,Ethan,Legrand,Garçon,2010-06-11,6
4713,Ibrahim,Marie,Garçon,2009-02-22,4
4714,Noah,Roche,Garçon,2008-01-29,3
4715,Nina,Guillaume,Fille,2007-09-18,3
4716,Adam,Garnier,Garçon,2006-03-04,2
4717,Lola,Lefebvre,Fille,2009-12-28,5
4718,Enzo,Renard,Garçon,2008-05-31,4
4719,Lina,Lacroix,Fille,2011-02-19,6
4720,Louna,Barbier,Fille,2005-12-21,1
4721,Isaac,Boyer,Garçon,2006-09-23,2
4722,Ibrahim,Thomas,Garçon,2012-01-15,7
4723,Lya,Petit,Fille,2006-01-22,1
4724,Léna,Morel,Fille,2010-05-17,5
4725,Nour,Dupont,Fille,2007-05-22,3
4726,Lyam,Francois,Garçon,2010-04-11,5
4727,Nina,Arnaud,Fille,2010-06-08,6
4728,Théo,Chevalier,Garçon,2005-05-12,1
4729,Léa,Olivier,Fille,2007-01-11,2
4730,Milo,Duval,Garçon,2009-07-14,5
4731,Charlotte,Thomas,Fille,2011-03-16,6
4732,Nour,Andre,Fille,2010-11-21,6
4733,Gabin,Meunier,Garçon,2010-06-23,6
4734,Zoé,Francois,Fille,2008-06-18,4
4735,Valentin,Clement,Garçon,2008-10-01,4
4736,Robin,Olivier,Garçon,2007-06-19,3
4737,Liam,Benoit,Garçon,2009-08-14,5
4738,Romy,Andre,Fille,2007-09-01,3
4739,Alma,Simon,Fille,2006-05-07,2
4740,Lucas,Nicolas,Garçon,2007-10-05,3
4741,Aaron,David,Garçon,2006-02-01,1
4742,Augustin,Brun,Garçon,2006-06-26,2
4743,Robin,Duval,Garçon,2008-12-04,4
4744,Charlie,Martinez,Fille,2009-04-03,4
4745,Ibrahim,Renard,Garçon,2008-05-21,4
4746,Naël,Thomas,Garçon,2010-08-15,6
4747,Alba,Olivier,Fille,2009-03-18,4
4748,Milo,Dumont,Garçon,2007-06-01,3
4749,Hugo,Roy,Garçon,2011-07-20,7
4750,Noah,Garnier,Garçon,2008-04-05,4
4751,Lou,Benoit,Fille,2007-08-04,3
4752,Chloé,Rolland,Fille,2011-10-30,7
4753,Eliott,Gautier,Garçon,2011-03-07,6
4754,Léa,Riviere,Fille,2005-12-08,1
4755,Léon,Noel,Garçon,2011-05-21,7
4756,Julia,Arnaud,Fille,2007-07-12,3
4757,Tiago,Leclerc,Garçon,2009-12-23,5
4758,Tom,Robert,Garçon,2007-07-25,3
4759,Nina,Nicolas,Fille,2008-04-06,3
4760,Léna,Martin,Fille,2011-05-29,6
4761,Sofia,Mercier,Fille,2006-03-04,2
4762,Axel,Faure,Garçon,2006-07-18,2
4763,Alix,Picard,Fille,2009-07-13,5
4764,Inaya,Nicolas,Fille,2011-02-01,6
4765,Nathan,Lefebvre,Garçon,2007-06-07,3
4766,Ava,Mathieu,Fille,2008-03-10,4
4767,Mathis,Simon,Garçon,2007-06-25,3
4768,Emma,David,Fille,2006-10-29,2
4769,Zoé,Thomas,Fille,2007-08-25,3
4770,Nina,Gautier,Fille,2007-08-05,3
4771,Lyana,Barbier,Fille,2009-03-08,4
4772,Valentin,Mercier,Garçon,2007-04-20,2
4773,Raphaël,Fournier,Garçon,2010-05-17,5
4774,Gaspard,Fabre,Garçon,2005-10-17,1
4775,Charlotte,Barbier,Fille,2010-07-26,6
4776,Léa,Dubois,Fille,2009-01-02,4
4777,Sofia,Lefebvre,Fille,2010-03-14,5
4778,Amir,Robert,Garçon,2010-08-13,6
4779,Arthur,Colin,Garçon,2011-10-22,7
4780,Léna,Marie,Fille,2010-05-09,5
4781,Alba,Renard,Fille,2008-06-09,4
4782,Sacha,Lambert,Garçon,2008-11-30,4
4783,Marius,Fabre,Garçon,2009-11-30,5
4784,Ava,Lecomte,Fille,2008-03-09,4
4785,Mohamed,Rolland,Garçon,2009-06-03,5
4786,Jade,Rey,Fille,2010-04-22,5
4787,Alma,Francois,Fille,2005-11-16,1
4788,Axel,Riviere,Garçon,2007-01-11,2
4789,Martin,Riviere,Garçon,2009-10-13,5
4790,Théo,Lambert,Garçon,2011-09-05,7
4791,Lina,Bernard,Fille,2008-01-18,3
4792,Naël,Mathieu,Garçon,2009-06-24,5
4793,Jeanne,Gauthier,Fille,2006-03-06,2
4794,Théo,Schmitt,Garçon,2010-11-10,6
4795,Imran,Faure,Garçon,2005-12-29,1
4796,Nathan,Guerin,Garçon,2008-05-18,4
4797,Noé,Guillaume,Garçon,2011-04-15,7
4798,Jules,Duval,Garçon,2007-05-08,3
4799,Julia,Brun,Fille,2010-09-08,6
4800,Lya,Martinez,Fille,2012-02-22,7
4801,Lina,Benoit,Fille,2010-10-12,6
4802,Noah,Riviere,Garçon,2007-03-16,3
4803,Mya,Richard,Fille,2010-09-24,6
4804,Ethan,Michel,Garçon,2010-07-30,6
4805,Sacha,Rousseau,Garçon,2007-12-28,3
4806,Victor,Legrand,Garçon,2010-09-01,6
4807,Léon,Marchand,Garçon,2008-07-25,4
4808,Jules,Aubert,Garçon,2007-04-19,3
4809,Alix,Michel,Fille,2008-08-16,4
4810,Jules,Roy,Garçon,2011-06-22,6
4811,Romane,Michel,Fille,2009-08-26,5
4812,Zoé,Simon,Fille,2006-02-24,1
4813,Liam,Leclercq,Garçon,2010-03-03,5
4814,Ambre,Leroy,Fille,2009-03-25,4
4815,Marceau,Lemoine,Garçon,2011-07-11,7
4816,Louna,Dumont,Fille,2007-03-14,2
4817,Charlotte,Robin,Fille,2006-03-26,1
4818,Enzo,Morin,Garçon,2007-01-25,2
4819,Iris,Thomas,Fille,2010-07-29,6
4820,Jade,Dumas,Fille,2005-07-18,1
4821,Marius,Petit,Garçon,2007-11-25,3
4822,Zoé,Pierre,Fille,2011-03-06,6
4823,Jade,Dumas,Fille,2009-04-05,4
4824,Romane,Bonnet,Fille,2009-05-12,5
4825,Mia,Muller,Fille,2009-06-18,5
4826,Axel,Michel,Garçon,2007-08-17,3
4827,Tiago,Boyer,Garçon,2008-03-01,3
4828,Alma,Dubois,Fille,2007-12-13,3
4829,Nino,Blanc,Garçon,2008-11-22,4
4830,Malo,Legrand,Garçon,2005-09-20,1
4831,Nino,Nicolas,Garçon,2008-06-12,4
4832,Robin,Martin,Garçon,2005-11-06,1
4833,Margaux,Dubois,Fille,2008-04-27,4
4834,Charlotte,Dumas,Fille,2007-02-03,2
4835,Léa,Roger,Fille,2007-03-10,2
4836,Lucas,Gaillard,Garçon,2006-04-10,1
4837,Olivia,Leclercq,Fille,2008-12-20,4
4838,Lina,Gautier,Fille,2008-05-20,4
4839,Naël,Thomas,Garçon,2007-10-23,3
4840,Charlotte,Pierre,Fille,2009-11-10,5
4841,Lya,Leclercq,Fille,2008-04-22,3
4842,Lucas,Perrin,Garçon,2008-09-30,4
4843,Théo,Meunier,Garçon,2009-02-28,4
4844,Inaya,Dumont,Fille,2008-02-28,3
